category,texts
0,มันเดินทอดน่องออกจากหมู่ไม้เข้าไปหานกกระสา
1,“สวัสดีตอนบ่ายจ้ะ” หมาจิ้งจอกทักอย่างสุภาพ
0,“สวัสดีตอนบ่าย” นกกระสาตอบ
0,“ข้าไม่เคยเห็นเจ้ามาก่อนเลย” หมาจิ้งจอกพูดด้วยท่าทีเป็นกันเอง “เจ้าเพิ่งมาที่นี่เป็นครั้งแรกหรือ”
1,“ใช่แล้ว” นกกระสาตอบ “จริงๆ แล้ว ข้าบินมาตั้งไกลแน่ะ ข้าแค่มาหยุดที่นี่เพื่อพักผ่อนสักสองสามวันน่ะ”
1,“จริงหรือ” หมาจิ้งจอกตอบ “งั้นให้ข้าได้ต้อนรับเจ้า ก่อนผู้อื่นก็แล้วกัน”
1,มันเอียงศีรษะไปข้างหนึ่งแล้วยิ้มกว้างอย่างเจ้าเล่ห์
0,“ในป่าแถวนี้เรามักจะแบ่งอาหารให้ผู้มาใหม่เสมอ งั้นข้าขอเชิญเจ้าไปกินอาหารเย็นที่บ้านข้าก็แล้วกัน”
1,นกกระสาแสดงความดีใจ “ขอบคุณ เจ้าใจดีมากเลย”
0,“ข้าขอตัวไปเตรียมอาหารให้พร้อมก่อน” หมาจิ้งจอกพูด “ไว้อีกสักชั่วโมงเจ้าค่อยแวะมานะ”
0,“ได้จ้ะ” นกกระสาผงกหัว
0,“ประตูบ้านข้าอยู่ใต้ต้นโอ๊กใหญ่นะ” หมาจิ้งจอกพูด
0,แล้วมันก็วิ่งเหยาะๆ เข้าไปในป่า
1,เมื่อได้เวลานกกระสามากินอาหารเย็นด้วย หมาจิ้งจอกก็แสดงท่าทียินดีอย่างเคย
1,“ยินดีต้อนรับ” มันพูด แล้วนำจานก้นแบนขนาดใหญ่ใส่ซุปผักควันหอมฉุยออกมาต้อนรับ
